Level,Content
info,Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010
critical,mod_jk child workerEnv in error state 6
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Deleting block blk_-1312981516354612257 file /mnt/hadoop/dfs/data/current/subdir29/blk_-1312981516354612257
info,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000344_0/part-00344. blk_-2004529166303428909
info,jk2_init() Found child 6745 in scoreboard slot 8
warning,Warning: Unrecognized packageExtended attribute.
info,jk2_init() Found child 32457 in scoreboard slot 6
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_8005746184358076390 size 67108864
critical,mod_jk child workerEnv in error state 7
info,jk2_init() Found child 6350 in scoreboard slot 7
info,jk2_init() Found child 2855 in scoreboard slot 8
info,jk2_init() Found child 1297 in scoreboard slot 7
warning,10.251.70.211:50010:Got exception while serving blk_424255210146453297 to /10.251.203.179:
info,Received block blk_120277101968534224 of size 67108864 from /10.251.122.65
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 5789 in scoreboard slot 6
info,Receiving block blk_-4365612131648152536 src: /10.251.107.227:57736 dest: /10.251.107.227:50010
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.5:50010 is added to blk_4361294871479973840 size 67108864
info,"Read out cached package applicability for package: Package_for_KB2818604~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:0"
warning,Warning: Unrecognized packageExtended attribute.
info,Session: 30546174_180377324 initialized by client WindowsUpdateAgent.
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,BLOCK* NameSystem.delete: blk_-765820154946060546 is added to invalidSet of 10.251.65.203:50010
info,Received block blk_7463248820468902190 of size 67108864 from /10.251.91.15
warning,Warning: Unrecognized packageExtended attribute.
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 5418 in scoreboard slot 6
info,Verification succeeded for blk_1584196996810164915
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.101:50010 is added to blk_-6540455811923725840 size 67108864
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,"Read out cached package applicability for package: Package_for_KB3006625~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
info,"Read out cached package applicability for package: Package_for_KB2750841~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 6452 in scoreboard slot 8
info,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_000720_0/part-00720. blk_-7988596544606686086
info,BLOCK* NameSystem.delete: blk_5580254744888391593 is added to invalidSet of 10.251.201.204:50010
warning,Warning: Unrecognized packageExtended attribute.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Receiving block blk_-2506231977021079951 src: /10.251.31.160:57634 dest: /10.251.31.160:50010
info,BLOCK* NameSystem.delete: blk_8155177385081669900 is added to invalidSet of 10.251.197.161:50010
info,jk2_init() Found child 1899 in scoreboard slot 7
info,BLOCK* NameSystem.delete: blk_1043487525777829194 is added to invalidSet of 10.251.110.8:50010
info,PacketResponder 1 for block blk_-4799092443170733505 terminating
info,Received block blk_4588471931728384541 of size 67108864 from /10.251.90.81
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-1305222006484630743 size 67108864
info,jk2_init() Found child 5826 in scoreboard slot 6
info,jk2_init() Found child 5960 in scoreboard slot 9
info,Session: 30546354_3229346889 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 32582 in scoreboard slot 10
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,mod_jk child init 1 -2
info,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001095_0/part-01095. blk_-7413910507260978729
info,Session: 30546174_17007979 initialized by client WindowsUpdateAgent.
info,Received block blk_4031738712701565209 of size 67108864 from /10.251.199.150
critical,mod_jk child workerEnv in error state 6
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 32576 in scoreboard slot 7
critical,mod_jk child workerEnv in error state 6
info,Received block blk_-954856062493437881 of size 67108864 from /10.251.106.10
info,jk2_init() Found child 1412 in scoreboard slot 10
info,Session: 30546174_99252683 initialized by client WindowsUpdateAgent.
critical,mod_jk child workerEnv in error state 7
info,jk2_init() Found child 32638 in scoreboard slot 9
info,Received block blk_-5970165518655489569 of size 67108864 from /10.250.14.196
info,BLOCK* NameSystem.delete: blk_-6056336045486998577 is added to invalidSet of 10.251.126.255:50010
info,BLOCK* NameSystem.delete: blk_-4702684774678057084 is added to invalidSet of 10.250.13.240:50010
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Session: 30546174_84291828 initialized by client WindowsUpdateAgent.
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Session: 30546173_4286853838 initialized by client WindowsUpdateAgent.
info,"NonStart: Success, startup processing not required as expected."
info,Session: 30546173_4281313522 initialized by client WindowsUpdateAgent.
info,Session: 30546354_3220876404 initialized by client WindowsUpdateAgent.
info,Session: 30546174_100772770 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.209:50010 is added to blk_4069436988023676023 size 67108864
info,jk2_init() Found child 4986 in scoreboard slot 8
info,"Read out cached package applicability for package: Package_for_KB3121255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,"Read out cached package applicability for package: Package_for_KB3006137~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 8536 in scoreboard slot 6
info,jk2_init() Found child 5417 in scoreboard slot 9
info,jk2_init() Found child 4617 in scoreboard slot 7
info,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000176_0/part-00176. blk_8924207394547472950
info,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000315_0/part-00315. blk_-463998587096565542
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Loaded Servicing Stack v6.1.7601.23505 with Core: C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\cbscore.dll
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
critical,mod_jk child workerEnv in error state 7
info,jk2_init() Found child 6011 in scoreboard slot 7
info,"Read out cached package applicability for package: Package_for_KB2563227~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,"Read out cached package applicability for package: Package_for_KB3182203~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,Session: 30546354_2955431222 initialized by client WindowsUpdateAgent.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
warning,10.251.31.5:50010:Got exception while serving blk_-1367876730256254709 to /10.251.67.225:
info,jk2_init() Found child 32674 in scoreboard slot 8
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
warning,Warning: Unrecognized packageExtended attribute.
info,"Read out cached package applicability for package: Package_for_KB2620704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,"Read out cached package applicability for package: Package_for_KB2653956~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 80, CurrentState:112"
info,Received block blk_566413670355737377 of size 67108864 from /10.251.122.79
info,Received block blk_-1201318815778694289 of size 67108864 from /10.251.194.147
warning,Warning: Unrecognized packageExtended attribute.
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,"Read out cached package applicability for package: Package_for_KB2621440~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112"
warning,Warning: Unrecognized packageExtended attribute.
info,"Read out cached package applicability for package: Package_for_KB3004361~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 32561 in scoreboard slot 8
critical,[client 218.62.18.218] Directory index forbidden by rule: /var/www/html/
info,"Read out cached package applicability for package: Package_for_KB3020388~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Session: 30546354_3297200770 initialized by client WindowsUpdateAgent.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
critical,mod_jk child workerEnv in error state 6
info,Session: 30546174_99222682 initialized by client WindowsUpdateAgent.
info,Received block blk_-3300851862683571086 of size 67108864 from /10.251.203.166
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_4628142183191390143 size 67108864
info,Session: 30546173_4268042763 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.6:50010 is added to blk_8527562124953828227 size 67108864
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_6547729596040509998 size 67108864
info,Deleting block blk_7985460426680885040 file /mnt/hadoop/dfs/data/current/blk_7985460426680885040
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_6238543795209416553 size 67108864
info,jk2_init() Found child 5938 in scoreboard slot 8
info,PacketResponder 2 for block blk_-9110604833387121363 terminating
info,Deleting block blk_-6891122177443047531 file /mnt/hadoop/dfs/data/current/subdir36/blk_-6891122177443047531
info,"Read out cached package applicability for package: Package_for_KB2809215~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:0"
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-2281067667503210140 size 67108864
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.37:50010 is added to blk_-4741127506068309449 size 67108864
info,jk2_init() Found child 5825 in scoreboard slot 9
info,jk2_init() Found child 8527 in scoreboard slot 10
info,jk2_init() Found child 8554 in scoreboard slot 6
info,PacketResponder 1 for block blk_871974742726663441 terminating
info,Received block blk_-1849105860762445186 of size 67108864 from /10.251.91.229
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,"Read out cached package applicability for package: Package_for_KB3147071~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_-2345355483730155757 size 67108864
info,"Read out cached package applicability for package: Package_for_KB3087039~31bf3856ad364e35~amd64~~6.1.1.4, ApplicableState: 80, CurrentState:112"
critical,jk2_init() Can't find child 2086 in scoreboard
info,"Read out cached package applicability for package: Package_for_KB2992611~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
critical,mod_jk child workerEnv in error state 6
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,mod_jk child workerEnv in error state 7
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Deleting block blk_4632283243694149854 file /mnt/hadoop/dfs/data/current/subdir40/blk_4632283243694149854
info,Received block blk_-5124326558394984439 of size 67108864 from /10.251.122.79
info,"Read out cached package applicability for package: Package_for_KB2923545~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 4976 in scoreboard slot 7
info,Received block blk_2270593866672608129 of size 67108864 from /10.250.11.53
warning,Warning: Unrecognized packageExtended attribute.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 32720 in scoreboard slot 8
info,jk2_init() Found child 6055 in scoreboard slot 8
info,jk2_init() Found child 6285 in scoreboard slot 8
info,jk2_init() Found child 1461 in scoreboard slot 8
info,Session: 30546354_2936720151 initialized by client WindowsUpdateAgent.
info,Session: 30546354_3225896691 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 5434 in scoreboard slot 6
info,Session: 30546354_2988103090 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB2601626~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Session: 30546174_155605907 initialized by client WindowsUpdateAgent.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Session: 30546354_3203755425 initialized by client WindowsUpdateAgent.
critical,mod_jk child workerEnv in error state 6
info,10.251.71.97:50010 Served block blk_6552418180158772377 to /10.251.39.242
info,jk2_init() Found child 6453 in scoreboard slot 10
info,Receiving block blk_-764747190320632607 src: /10.251.127.191:49914 dest: /10.251.127.191:50010
info,"Read out cached package applicability for package: Package_for_KB2732059~31bf3856ad364e35~amd64~~6.1.5.1, ApplicableState: 112, CurrentState:112"
info,Deleting block blk_6542592144596063478 file /mnt/hadoop/dfs/data/current/subdir35/blk_6542592144596063478
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.146:50010 is added to blk_-6836642008179678048 size 67108864
info,jk2_init() Found child 2865 in scoreboard slot 9
info,Session: 30546354_3298800861 initialized by client WindowsUpdateAgent.
info,Deleting block blk_6497260538939100482 file /mnt/hadoop/dfs/data/current/subdir46/blk_6497260538939100482
info,Deleting block blk_-1535908830476495455 file /mnt/hadoop/dfs/data/current/subdir10/blk_-1535908830476495455
info,jk2_init() Found child 2880 in scoreboard slot 8
info,BLOCK* NameSystem.delete: blk_-6068451475575444798 is added to invalidSet of 10.251.43.210:50010
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
critical,mod_jk child workerEnv in error state 6
info,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001611_0/part-01611. blk_285336326661214154
info,10.250.14.38:50010 Served block blk_-8674089929114017279 to /10.250.14.38
info,BLOCK* NameSystem.delete: blk_-1227720343537039835 is added to invalidSet of 10.251.202.134:50010
info,Session: 30546354_3217556214 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 32433 in scoreboard slot 8
info,PacketResponder 0 for block blk_4575129504644372394 terminating
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_8181993091797661153 size 67108864
info,"Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112"
info,"Read out cached package applicability for package: Package_for_KB3175024~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-6247364168500873179 size 67108864
info,jk2_init() Found child 32432 in scoreboard slot 7
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-3949633496933134307 size 67108864
info,PacketResponder 2 for block blk_-4325209272072286951 terminating
info,jk2_init() Found child 5495 in scoreboard slot 9
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 5048 in scoreboard slot 6
info,jk2_init() Found child 32480 in scoreboard slot 8
info,"Read out cached package applicability for package: Package_for_KB3005607~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
info,jk2_init() Found child 4962 in scoreboard slot 7
info,Session: 30546174_179777289 initialized by client WindowsUpdateAgent.
critical,mod_jk child workerEnv in error state 6
info,PacketResponder 2 for block blk_-2466006073687914843 terminating
info,Received block blk_-6966935672736779591 of size 67108864 from /10.251.90.64
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,"Read out cached package applicability for package: Package_for_KB3121461~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112"
warning,Warning: Unrecognized packageExtended attribute.
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Session: 30546174_92052272 initialized by client WindowsUpdateAgent.
info,PacketResponder 0 for block blk_-41928108292416895 terminating
info,jk2_init() Found child 1476 in scoreboard slot 8
info,Session: 30546354_3218366261 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_1303107722036031233 size 67108864
info,jk2_init() Found child 6733 in scoreboard slot 8
info,jk2_init() Found child 1998 in scoreboard slot 9
info,Session: 30546173_4280603481 initialized by client WindowsUpdateAgent.
info,Receiving block blk_-7418372263556457716 src: /10.251.89.155:53560 dest: /10.251.89.155:50010
critical,mod_jk child workerEnv in error state 8
info,Deleting block blk_70980361971054326 file /mnt/hadoop/dfs/data/current/subdir27/blk_70980361971054326
info,Deleting block blk_-2808875502459981198 file /mnt/hadoop/dfs/data/current/subdir3/blk_-2808875502459981198
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 1963 in scoreboard slot 9
info,jk2_init() Found child 32709 in scoreboard slot 8
critical,[client 67.166.248.235] Directory index forbidden by rule: /var/www/html/
info,"Read out cached package applicability for package: Package_for_KB2931356~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,Deleting block blk_6223504502438507199 file /mnt/hadoop/dfs/data/current/subdir0/blk_6223504502438507199
info,Session: 30546174_177417154 initialized by client WindowsUpdateAgent.
info,Deleting block blk_3733339790842827121 file /mnt/hadoop/dfs/data/current/subdir42/blk_3733339790842827121
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Session: 30546354_3225636676 initialized by client WindowsUpdateAgent.
info,Session: 30546174_20518180 initialized by client WindowsUpdateAgent.
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,mod_jk child workerEnv in error state 7
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 3678 in scoreboard slot 8
info,PacketResponder 2 for block blk_8487226415276391460 terminating
info,"Read out cached package applicability for package: Package_for_KB3059317~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,Deleting block blk_-4844505495441326897 file /mnt/hadoop/dfs/data/current/subdir36/blk_-4844505495441326897
info,BLOCK* NameSystem.delete: blk_7541621664406141215 is added to invalidSet of 10.251.214.32:50010
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_578261619176233743 size 67108864
info,BLOCK* NameSystem.delete: blk_3637945019239882309 is added to invalidSet of 10.251.198.196:50010
info,PacketResponder 1 for block blk_5017373558217225674 terminating
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Received block blk_7589872946955471867 of size 67108864 from /10.251.195.70
info,PacketResponder 1 for block blk_5114572025256210948 terminating
warning,Warning: Unrecognized packageExtended attribute.
info,jk2_init() Found child 5006 in scoreboard slot 8
info,Session: 30546354_3176343857 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 6638 in scoreboard slot 8
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Received block blk_-2856928563366064757 of size 67108864 from /10.251.42.9
info,Received block blk_9103049989653819836 of size 67108864 from /10.250.10.223
info,jk2_init() Found child 32637 in scoreboard slot 7
info,jk2_init() Found child 5023 in scoreboard slot 7
info,Receiving block blk_-4473020641607592551 src: /10.251.42.191:48114 dest: /10.251.42.191:50010
info,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001398_0/part-01398. blk_-7527506469734664572
info,"Read out cached package applicability for package: Package_for_KB2931356~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,Received block blk_-7152190882826520998 of size 67108864 from /10.250.14.143
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Received block blk_7872746846750105239 of size 67108864 from /10.251.43.21
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 3753 in scoreboard slot 10
info,"Read out cached package applicability for package: Package_for_KB2727528~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,10.251.39.144:50010 Served block blk_-8187008844253719581 to /10.251.91.32
info,BLOCK* NameSystem.delete: blk_1979447750586388860 is added to invalidSet of 10.251.215.192:50010
info,Receiving block blk_2166777223671724319 src: /10.251.214.175:52741 dest: /10.251.214.175:50010
critical,mod_jk child workerEnv in error state 6
info,Received block blk_-2935178173527646581 of size 67108864 from /10.251.65.237
info,Receiving block blk_7061131805920430446 src: /10.250.7.32:53397 dest: /10.250.7.32:50010
info,Deleting block blk_-8848810702648406400 file /mnt/hadoop/dfs/data/current/subdir11/blk_-8848810702648406400
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.64:50010 is added to blk_1441315972355360459 size 67108864
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
critical,mod_jk child workerEnv in error state 7
info,Deleting block blk_-2929627680703662712 file /mnt/hadoop/dfs/data/current/subdir32/blk_-2929627680703662712
info,Session: 30546174_176917126 initialized by client WindowsUpdateAgent.
info,Receiving block blk_4238127626194855481 src: /10.250.11.100:59324 dest: /10.250.11.100:50010
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_4553790855855864497 size 67108864
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,"Read out cached package applicability for package: Package_for_KB2972100~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,PacketResponder 2 for block blk_1077394056781488 terminating
info,PacketResponder 0 for block blk_-9198375937828232046 terminating
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,BLOCK* NameSystem.delete: blk_-2025578204394955498 is added to invalidSet of 10.251.91.159:50010
info,"Read out cached package applicability for package: Package_for_KB3006121~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
warning,10.251.42.191:50010:Got exception while serving blk_-8023826090828946372 to /10.251.214.130:
info,BLOCK* NameSystem.allocateBlock: /user/root/randtxt9/_temporary/_task_200811101024_0016_m_000347_0/part-00347. blk_-8426741581316629266
info,jk2_init() Found child 1565 in scoreboard slot 9
info,Deleting block blk_-9169228974826183399 file /mnt/hadoop/dfs/data/current/subdir5/blk_-9169228974826183399
info,Received block blk_4989329877491629543 of size 67108864 from /10.250.15.67
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_1526403491950199810 size 3534443
info,"Read out cached package applicability for package: Package_for_KB2884256~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,"Read out cached package applicability for package: Package_for_KB2871997~31bf3856ad364e35~amd64~~6.1.2.5, ApplicableState: 112, CurrentState:112"
info,Deleting block blk_-2098161025946048013 file /mnt/hadoop/dfs/data/current/subdir17/blk_-2098161025946048013
info,Deleting block blk_8598135237831029828 file /mnt/hadoop/dfs/data/current/subdir59/blk_8598135237831029828
info,"Read out cached package applicability for package: Package_for_KB2807986~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_-6592952246351162022 size 67108864
